scaffold_number	gene_id	intron_start	intron_end	orf_rep1_reads(u)	normalize value(Rep1)	orf_rep2_reads(u)	Normalize value(Rep2)	toc_rep1_reads(u)	Normalized value(Rep1)	toc_rep2_reads(u)	Normalized value(Rep2)	annotated	novel
DS571373	EHI_181540	12865	12911	117	170.0581395	77	135.6589147	141	197.6173791	169	193.5409986	Yes	No
DS571373	EHI_181550	13519	13576	8	11.62790698	10	17.61804087	7	9.810791871	13	14.88776913	Yes	No
DS571373	EHI_181570	19332	19400	25	36.3372093	34	59.90133897	14	19.62158374	19	21.75904718	Yes	No
DS571373	EHI_181590	20981	21036	20	29.06976744	46	81.04298802	22	30.83391731	18	20.61383417	Yes	No
DS571374	NA	3300	3344	28	40.69767442	46	81.04298802	22	30.83391731	24	27.48511223	No	Yes
DS571374	EHI_147000	18031	18092	58	84.30232558	52	91.61381254	73	102.3125438	83	95.0526798	Yes	No
DS571376	EHI_143780	1955	2007	18	26.1627907	11	19.37984496	36	50.45550105	40	45.80852038	Yes	No
DS571377	EHI_169590	6804	6850	117	170.0581395	58	102.1846371	126	176.5942537	95	108.7952359	Yes	No
DS571377	NA	10891	10940	5	7.26744186	5	8.809020437	8	11.21233357	10	11.4521301	No	Yes
DS571377	EHI_169640	13611	13661	26	37.79069767	16	28.1888654	14	19.62158374	16	18.32340815	Yes	No
DS571378	EHI_113900	4046	4128	288	418.6046512	286	503.875969	268	375.6131745	346	396.2437013	Yes	No
DS571379	EHI_120630	19532	19621	16	23.25581395	13	22.90345314	21	29.43237561	13	14.88776913	Yes	No
DS571380	NA	847	1014	25	36.3372093	25	44.04510218	20	28.03083392	21	24.0494732	No	Yes
DS571380	NA	871	990	9	13.08139535	11	19.37984496	5	7.007708479	11	12.59734311	No	Yes
DS571380	NA	871	1014	32	46.51162791	33	58.13953488	18	25.22775053	37	42.37288136	No	Yes
DS571380	NA	919	1014	61	88.6627907	75	132.1353066	45	63.06937631	45	51.53458543	No	Yes
DS571380	EHI_080280	21922	21983	34	49.41860465	26	45.80690627	9	12.61387526	7	8.016491067	Yes	No
DS571381	EHI_086380	3568	3620	585	850.2906977	269	473.9252995	304	426.0686755	328	375.6298672	Yes	No
DS571381	EHI_086550	13771	13824	27	39.24418605	25	44.04510218	19	26.62929222	46	52.67979844	Yes	No
DS571381	NA	19678	19778	11	15.98837209	8	14.0944327	10	14.01541696	12	13.74255612	No	Yes
DS571382	EHI_038280	9617	9707	202	293.6046512	164	288.9358703	88	123.3356692	103	117.95694	Yes	No
DS571383	EHI_147700	6326	6552	368	534.8837209	408	718.8160677	315	441.4856342	352	403.1149794	Yes	No
DS571384	EHI_192740	3368	3433	111	161.3372093	84	147.9915433	54	75.68325158	63	72.14841961	Yes	No
DS571384	EHI_192780	9618	9796	175	254.3604651	95	167.3713883	218	305.5360897	295	337.8378378	Yes	No
DS571385	EHI_121520	23219	23264	39	56.68604651	33	58.13953488	42	58.86475123	62	71.0032066	Yes	No
DS571386	EHI_097490	8601	8650	26	37.79069767	22	38.75968992	32	44.84933427	35	40.08245534	Yes	No
DS571386	EHI_097600	9236	9299	56	81.39534884	65	114.5172657	52	72.88016819	63	72.14841961	Yes	No
DS571386	EHI_097620	11317	11367	13	18.89534884	9	15.85623679	14	19.62158374	6	6.871278058	Yes	No
DS571386	EHI_097650	16680	16744	19	27.61627907	12	21.14164905	39	54.66012614	55	62.98671553	Yes	No
DS571387	EHI_025840	5252	5342	71	103.1976744	91	160.324172	87	121.9341275	131	150.0229043	Yes	No
DS571389	EHI_140010	19668	19738	104	151.1627907	70	123.3262861	59	82.69096006	63	72.14841961	Yes	No
DS571390	EHI_135720	5979	6030	57	82.84883721	19	33.47427766	81	113.5248774	91	104.2143839	Yes	No
DS571390	EHI_135760	16247	16299	146	212.2093023	131	230.7963354	139	194.8142957	244	279.4319743	Yes	No
DS571390	EHI_135770	16829	16877	29	42.15116279	46	81.04298802	41	57.46320953	32	36.64681631	Yes	No
DS571390	NA	20577	20633	40	58.13953488	7	12.33262861	31	43.44779257	49	56.11543747	No	Yes
DS571390	NA	20790	21014	46	66.86046512	5	8.809020437	41	57.46320953	47	53.82501145	No	Yes
DS571390	EHI_135800	21991	22039	39	56.68604651	23	40.52149401	36	50.45550105	44	50.38937242	Yes	No
DS571390	EHI_135800	22148	22192	45	65.40697674	32	56.3777308	46	64.47091801	52	59.5510765	Yes	No
DS571392	EHI_124830	3121	3183	170	247.0930233	84	147.9915433	198	277.5052558	252	288.5936784	Yes	No
DS571393	EHI_119910	5394	5439	79	114.8255814	80	140.944327	94	131.7449194	117	133.9899221	Yes	No
DS571394	EHI_075700	16567	16627	42	61.04651163	56	98.66102889	66	92.50175193	65	74.43884563	Yes	No
DS571394	EHI_075700	16917	16990	55	79.94186047	44	77.51937984	75	105.1156272	88	100.7787448	Yes	No
DS571396	EHI_193060	5210	5279	41	59.59302326	35	61.66314306	23	32.235459	36	41.22766835	Yes	No
DS571396	NA	11450	11583	79	114.8255814	38	66.94855532	71	99.50946041	88	100.7787448	No	Yes
DS571397	EHI_003900	9766	9867	33	47.96511628	13	22.90345314	22	30.83391731	32	36.64681631	Yes	No
DS571397	EHI_003900	9952	10059	50	72.6744186	15	26.42706131	25	35.0385424	33	37.79202932	Yes	No
DS571397	EHI_003920	13647	13702	6	8.720930233	9	15.85623679	5	7.007708479	12	13.74255612	Yes	No
DS571397	EHI_003940	17858	18059	2408	3500	1197	2108.879493	2004	2808.689559	2327	2664.910673	Yes	No
DS571398	EHI_146350	13705	13859	78	113.372093	10	17.61804087	127	177.9957954	191	218.7356848	Yes	No
DS571398	EHI_146360	16081	16139	49	71.22093023	44	77.51937984	37	51.85704275	42	48.0989464	Yes	No
DS571400	EHI_091460	4217	4280	49	71.22093023	9	15.85623679	30	42.04625088	38	43.51809437	Yes	No
DS571400	EHI_091470	5190	5239	14	20.34883721	12	21.14164905	21	29.43237561	14	16.03298213	Yes	No
DS571400	EHI_091490	7275	7324	160	232.5581395	78	137.4207188	219	306.9376314	260	297.7553825	Yes	No
DS571400	EHI_091490	7514	7566	99	143.8953488	69	121.564482	150	210.2312544	149	170.6367384	Yes	No
DS571400	EHI_091540	16268	16315	20	29.06976744	38	66.94855532	32	44.84933427	22	25.19468621	Yes	No
DS571400	EHI_091540	16445	16489	21	30.52325581	44	77.51937984	30	42.04625088	25	28.63032524	Yes	No
DS571400	EHI_091560	18156	18205	36	52.3255814	41	72.23396758	59	82.69096006	76	87.03618873	Yes	No
DS571401	EHI_074720	5965	6015	9	13.08139535	5	8.809020437	18	25.22775053	18	20.61383417	Yes	No
DS571401	EHI_074730	6470	6536	73	106.1046512	17	29.95066949	111	155.5711282	152	174.0723775	Yes	No
DS571401	EHI_074780	16365	16426	59	85.75581395	28	49.33051445	63	88.29712684	66	75.58405863	Yes	No
DS571402	NA	7257	7305	29	42.15116279	28	49.33051445	19	26.62929222	12	13.74255612	No	Yes
DS571402	EHI_067560	13090	13140	45	65.40697674	9	15.85623679	23	32.235459	19	21.75904718	Yes	No
DS571403	EHI_105860	17565	17615	145	210.755814	203	357.6462297	246	344.7792572	303	346.9995419	Yes	No
DS571403	EHI_105870	18026	18127	18	26.1627907	43	75.75757576	13	18.22004205	21	24.0494732	Yes	No
DS571405	EHI_011510	1643	1699	169	245.6395349	58	102.1846371	171	239.66363	267	305.7718736	Yes	No
DS571405	EHI_011520	2271	2334	10	14.53488372	8	14.0944327	14	19.62158374	17	19.46862116	Yes	No
DS571405	EHI_011520	2496	2557	22	31.97674419	11	19.37984496	19	26.62929222	28	32.06596427	Yes	No
DS571406	EHI_107790	11330	11383	50	72.6744186	36	63.42494715	49	68.6755431	62	71.0032066	Yes	No
DS571406	NA	11596	11688	32	46.51162791	17	29.95066949	38	53.25858444	57	65.27714155	No	Yes
DS571406	NA	13700	13751	14	20.34883721	16	28.1888654	10	14.01541696	15	17.17819514	No	Yes
DS571408	EHI_189100	3966	4035	61	88.6627907	53	93.37561663	103	144.3587947	88	100.7787448	Yes	No
DS571408	EHI_189100	4361	4410	31	45.05813953	54	95.13742072	60	84.09250175	67	76.72927164	Yes	No
DS571408	EHI_189100	4584	4643	9	13.08139535	8	14.0944327	10	14.01541696	7	8.016491067	Yes	No
DS571408	EHI_189140	10793	10836	162	235.4651163	108	190.2748414	146	204.6250876	218	249.6564361	Yes	No
DS571411	EHI_112800	5294	5351	234	340.1162791	169	297.7448908	316	442.8871759	351	401.9697664	Yes	No
DS571411	NA	13416	13481	24	34.88372093	15	26.42706131	44	61.66783462	55	62.98671553	No	Yes
DS571413	EHI_061000	12388	12443	23	33.43023256	14	24.66525722	36	50.45550105	31	35.5016033	Yes	No
DS571414	EHI_080730	10814	10871	430	625	520	916.1381254	398	557.813595	504	577.1873568	Yes	No
DS571414	EHI_080740	15673	15721	123	178.7790698	27	47.56871036	160	224.2466713	194	222.1713239	Yes	No
DS571414	EHI_080750	16438	16489	87	126.4534884	83	146.2297393	81	113.5248774	68	77.87448465	Yes	No
DS571416	EHI_055360	5518	5572	13	18.89534884	7	12.33262861	18	25.22775053	25	28.63032524	Yes	No
DS571416	EHI_055360	5960	6007	5	7.26744186	7	12.33262861	14	19.62158374	10	11.4521301	Yes	No
DS571416	EHI_055380	8085	8133	11	15.98837209	14	24.66525722	19	26.62929222	20	22.90426019	Yes	No
DS571416	EHI_055420	16650	16710	99	143.8953488	57	100.422833	152	213.0343378	157	179.7984425	Yes	No
DS571417	EHI_071320	12672	12720	5	7.26744186	5	8.809020437	6	8.409250175	6	6.871278058	Yes	No
DS571418	EHI_196365	4663	4708	14	20.34883721	10	17.61804087	27	37.84162579	23	26.33989922	Yes	No
DS571418	EHI_196390	10953	11004	29	42.15116279	9	15.85623679	13	18.22004205	23	26.33989922	Yes	No
DS571422	EHI_135440	5963	6007	69	100.2906977	60	105.7082452	67	93.90329362	88	100.7787448	Yes	No
DS571422	EHI_135450	6808	6885	55	79.94186047	47	82.80479211	75	105.1156272	97	111.0856619	Yes	No
DS571422	EHI_135450	7183	7250	296	430.2325581	295	519.7322058	307	430.2733006	432	494.7320202	Yes	No
DS571423	NA	8171	8224	17	24.70930233	29	51.09231853	20	28.03083392	37	42.37288136	No	Yes
DS571424	EHI_190450	12511	12568	80	116.2790698	75	132.1353066	76	106.5171689	116	132.8447091	Yes	No
DS571427	NA	3975	4023	40	58.13953488	27	47.56871036	15	21.02312544	26	29.77553825	No	Yes
DS571427	EHI_036840	4390	4444	73	106.1046512	73	128.6116984	36	50.45550105	21	24.0494732	Yes	No
DS571429	EHI_113560	11590	11647	48	69.76744186	21	36.99788584	29	40.64470918	32	36.64681631	Yes	No
DS571430	EHI_129330	11298	11357	153	222.3837209	131	230.7963354	193	270.4975473	250	286.3032524	Yes	No
DS571430	EHI_129360	17332	17411	59	85.75581395	10	17.61804087	32	44.84933427	43	49.24415941	Yes	No
DS571430	EHI_129370	18322	18381	368	534.8837209	389	685.34179	802	1124.03644	964	1103.985341	Yes	No
DS571431	EHI_179200	497	549	301	437.5	230	405.2149401	105	147.1618781	145	166.0558864	Yes	No
DS571431	EHI_179320	6190	6246	117	170.0581395	46	81.04298802	175	245.2697968	188	215.3000458	Yes	No
DS571431	EHI_179350	10942	10994	20	29.06976744	13	22.90345314	30	42.04625088	27	30.92075126	Yes	No
DS571431	EHI_179360	12413	12466	5	7.26744186	7	12.33262861	9	12.61387526	8	9.161704077	Yes	No
DS571431	EHI_179360	12553	12632	11	15.98837209	5	8.809020437	12	16.81850035	12	13.74255612	Yes	No
DS571431	EHI_179380	14718	14800	132	191.8604651	177	311.8393235	145	203.2235459	179	204.9931287	Yes	No
DS571431	EHI_179390	15194	15248	505	734.0116279	525	924.9471459	372	521.3735109	577	660.7879066	Yes	No
DS571432	NA	6568	6624	31	45.05813953	23	40.52149401	11	15.41695865	12	13.74255612	No	Yes
DS571436	NA	10725	10773	13	18.89534884	15	26.42706131	15	21.02312544	25	28.63032524	No	Yes
DS571436	NA	10886	10945	18	26.1627907	23	40.52149401	37	51.85704275	40	45.80852038	No	Yes
DS571436	NA	11055	11099	10	14.53488372	12	21.14164905	27	37.84162579	27	30.92075126	No	Yes
DS571437	NA	15400	15451	39	56.68604651	4	7.04721635	28	39.24316748	25	28.63032524	No	Yes
DS571438	EHI_146510	4638	4704	32	46.51162791	12	21.14164905	31	43.44779257	37	42.37288136	Yes	No
DS571438	EHI_146510	4778	4907	279	405.5232558	105	184.9894292	280	392.4316748	287	328.6761338	Yes	No
DS571438	EHI_146510	5004	5064	14	20.34883721	5	8.809020437	13	18.22004205	21	24.0494732	Yes	No
DS571438	EHI_146510	5187	5240	295	428.7790698	170	299.5066949	215	301.3314646	326	373.3394411	Yes	No
DS571438	EHI_146520	5751	5805	37	53.77906977	47	82.80479211	15	21.02312544	25	28.63032524	Yes	No
DS571438	EHI_146540	10166	10220	115	167.1511628	99	174.4186047	121	169.5865452	153	175.2175905	Yes	No
DS571439	EHI_088450	11487	11544	14	20.34883721	4	7.04721635	31	43.44779257	21	24.0494732	Yes	No
DS571439	NA	13061	13124	8	11.62790698	6	10.57082452	11	15.41695865	10	11.4521301	No	Yes
DS571439	EHI_088470	13491	13538	56	81.39534884	60	105.7082452	126	176.5942537	150	171.7819514	Yes	No
DS571439	NA	13822	13872	125	181.6860465	144	253.6997886	182	255.0805886	235	269.1250573	No	Yes
DS571440	EHI_039590	7314	7375	42	61.04651163	21	36.99788584	45	63.06937631	44	50.38937242	Yes	No
DS571441	EHI_090030	12425	12481	48	69.76744186	38	66.94855532	105	147.1618781	113	129.4090701	Yes	No
DS571444	EHI_166020	2809	2860	26	37.79069767	22	38.75968992	26	36.44008409	37	42.37288136	Yes	No
DS571446	EHI_019650	9848	9902	29	42.15116279	25	44.04510218	29	40.64470918	55	62.98671553	Yes	No
DS571448	EHI_061870	8432	8485	14	20.34883721	5	8.809020437	15	21.02312544	10	11.4521301	Yes	No
DS571452	EHI_075200	11683	11745	98	142.4418605	106	186.7512333	71	99.50946041	91	104.2143839	Yes	No
DS571459	EHI_129500	9895	9948	427	620.6395349	427	752.2903453	409	573.2305536	555	635.5932203	Yes	No
DS571463	EHI_066760	14950	15036	276	401.1627907	169	297.7448908	476	667.1338472	621	711.177279	Yes	No
DS571466	EHI_080900	12526	12576	22	31.97674419	20	35.23608175	11	15.41695865	17	19.46862116	Yes	No
DS571471	EHI_172130	1999	2056	210	305.2325581	73	128.6116984	190	266.2929222	145	166.0558864	Yes	No
DS571481	EHI_191750	9668	9773	2502	3636.627907	1848	3255.813953	2246	3147.862649	3004	3440.219881	Yes	No
DS571481	EHI_191780	11988	12034	21	30.52325581	11	19.37984496	43	60.26629292	41	46.95373339	Yes	No
DS571481	EHI_191780	12233	12281	17	24.70930233	20	35.23608175	49	68.6755431	53	60.69628951	Yes	No
DS571482	EHI_196520	1178	1231	25	36.3372093	21	36.99788584	40	56.06166783	57	65.27714155	Yes	No
DS571482	EHI_196570	9065	9117	21	30.52325581	30	52.85412262	28	39.24316748	28	32.06596427	Yes	No
DS571486	EHI_017050	11973	12056	43	62.5	19	33.47427766	71	99.50946041	89	101.9239579	Yes	No
DS571487	NA	3639	3689	61	88.6627907	94	165.6095842	32	44.84933427	22	25.19468621	No	Yes
DS571487	EHI_046270	5286	5353	32	46.51162791	34	59.90133897	6	8.409250175	6	6.871278058	Yes	No
DS571487	EHI_046390	9717	9769	102	148.255814	64	112.7554616	196	274.7021724	221	253.0920751	Yes	No
DS571488	EHI_123240	5963	6020	71	103.1976744	70	123.3262861	121	169.5865452	171	195.8314246	Yes	No
DS571488	NA	9974	10024	39	56.68604651	38	66.94855532	26	36.44008409	30	34.35639029	No	Yes
DS571489	EHI_199820	7657	7714	548	796.5116279	400	704.721635	833	1167.484233	948	1085.661933	Yes	No
DS571493	EHI_020070	3649	3697	87	126.4534884	74	130.3735025	82	114.9264191	89	101.9239579	Yes	No
DS571494	NA	10925	11066	9	13.08139535	7	12.33262861	12	16.81850035	9	10.30691709	No	Yes
DS571498	EHI_115710	2541	2596	95	138.0813953	47	82.80479211	93	130.3433777	113	129.4090701	Yes	No
DS571500	EHI_157140	9994	10038	26	37.79069767	8	14.0944327	28	39.24316748	23	26.33989922	Yes	No
DS571506	EHI_001400	4835	4926	874	1270.348837	356	627.2022551	839	1175.893483	1129	1292.945488	Yes	No
DS571507	EHI_048970	1285	1346	11	15.98837209	4	7.04721635	16	22.42466713	21	24.0494732	Yes	No
DS571508	EHI_144600	4927	5073	145	210.755814	113	199.0838619	331	463.9103013	485	555.4283097	Yes	No
DS571508	EHI_144600	5218	5275	84	122.0930233	89	156.8005638	216	302.7330063	355	406.5506184	Yes	No
DS571516	NA	7342	7394	42	61.04651163	32	56.3777308	58	81.28941836	60	68.71278058	No	Yes
DS571522	NA	3369	3419	11	15.98837209	6	10.57082452	9	12.61387526	9	10.30691709	No	Yes
DS571522	NA	3507	3549	8	11.62790698	6	10.57082452	9	12.61387526	10	11.4521301	No	Yes
DS571522	EHI_085700	4865	5011	117	170.0581395	77	135.6589147	48	67.2740014	69	79.01969766	Yes	No
DS571525	NA	4707	4762	59	85.75581395	83	146.2297393	50	70.07708479	60	68.71278058	No	Yes
DS571528	EHI_029360	7343	7403	119	172.9651163	124	218.4637068	78	109.3202523	77	88.18140174	Yes	No
DS571528	EHI_029370	7955	8017	398	578.4883721	436	768.1465821	634	888.5774352	981	1123.453962	Yes	No
DS571534	EHI_167490	6060	6119	18	26.1627907	15	26.42706131	13	18.22004205	17	19.46862116	Yes	No
DS571534	EHI_167500	7492	7568	12	17.44186047	12	21.14164905	17	23.82620883	12	13.74255612	Yes	No
DS571534	EHI_167500	7915	7969	41	59.59302326	19	33.47427766	18	25.22775053	21	24.0494732	Yes	No
DS571534	EHI_167510	9201	9261	47	68.31395349	7	12.33262861	58	81.28941836	53	60.69628951	Yes	No
DS571539	EHI_063680	738	788	7	10.1744186	11	19.37984496	13	18.22004205	19	21.75904718	Yes	No
DS571539	EHI_063680	918	971	10	14.53488372	14	24.66525722	12	16.81850035	7	8.016491067	Yes	No
DS571539	EHI_063900	7105	7156	27	39.24418605	43	75.75757576	50	70.07708479	47	53.82501145	Yes	No
DS571546	EHI_025100	4647	4794	357	518.8953488	153	269.5560254	541	758.2340575	529	605.8176821	Yes	No
DS571546	EHI_025110	6663	6719	88	127.9069767	38	66.94855532	104	145.7603364	73	83.6005497	Yes	No
DS571547	NA	1534	1583	148	215.1162791	134	236.0817477	187	262.0882971	232	265.6894182	No	Yes
DS571547	EHI_176160	4235	4289	14	20.34883721	18	31.71247357	14	19.62158374	14	16.03298213	Yes	No
DS571547	EHI_176170	7115	7183	47	68.31395349	37	65.18675123	79	110.721794	94	107.6500229	Yes	No
DS571561	EHI_042690	1764	2048	15	21.80232558	18	31.71247357	16	22.42466713	21	24.0494732	Yes	No
DS571561	NA	5212	5295	241	350.2906977	215	378.7878788	279	391.0301331	335	383.6463582	No	Yes
DS571562	NA	3750	3786	116	168.6046512	154	271.3178295	22	30.83391731	12	13.74255612	No	Yes
DS571569	EHI_064100	3168	3211	41	59.59302326	51	89.85200846	27	37.84162579	17	19.46862116	Yes	No
DS571578	NA	2244	2349	282	409.8837209	318	560.2536998	448	627.8906797	520	595.510765	No	Yes
DS571579	EHI_197980	1794	1850	15	21.80232558	10	17.61804087	12	16.81850035	26	29.77553825	Yes	No
DS571588	NA	305	352	8	11.62790698	13	22.90345314	6	8.409250175	18	20.61383417	No	Yes
DS571588	EHI_028560	6591	6642	36	52.3255814	40	70.4721635	33	46.25087596	46	52.67979844	Yes	No
DS571588	EHI_028670	8347	8406	15	21.80232558	16	28.1888654	11	15.41695865	18	20.61383417	Yes	No
DS571594	EHI_093350	4187	4241	83	120.6395349	67	118.0408739	52	72.88016819	66	75.58405863	Yes	No
DS571600	EHI_000130	8119	8182	598	869.1860465	537	946.0887949	715	1002.102313	997	1141.777371	Yes	No
DS571605	EHI_167940	5224	5294	79	114.8255814	41	72.23396758	73	102.3125438	85	97.34310582	Yes	No
DS571607	EHI_048430	4487	4587	5	7.26744186	18	31.71247357	11	15.41695865	6	6.871278058	Yes	No
DS571607	EHI_048440	5979	6033	95	138.0813953	144	253.6997886	85	119.1310441	105	120.247366	Yes	No
DS571607	EHI_048440	6258	6303	19	27.61627907	63	110.9936575	27	37.84162579	39	44.66330738	Yes	No
DS571609	NA	5556	5644	44	63.95348837	32	56.3777308	61	85.49404345	46	52.67979844	No	Yes
DS571622	EHI_037540	4234	4449	74	107.5581395	39	68.71035941	66	92.50175193	80	91.61704077	Yes	No
DS571623	EHI_011070	7445	7497	41	59.59302326	52	91.61381254	16	22.42466713	27	30.92075126	Yes	No
DS571653	EHI_165770	979	1032	76	110.4651163	35	61.66314306	141	197.6173791	174	199.2670637	Yes	No
DS571653	EHI_165770	1129	1179	67	97.38372093	43	75.75757576	121	169.5865452	163	186.6697206	Yes	No
DS571661	NA	1308	1331	42	61.04651163	58	102.1846371	42	58.86475123	56	64.13192854	No	Yes
DS571675	EHI_168600	963	1029	41	59.59302326	40	70.4721635	65	91.10021023	93	106.5048099	Yes	No
DS571675	EHI_168600	1403	1454	72	104.6511628	39	68.71035941	141	197.6173791	195	223.3165369	Yes	No
DS571676	EHI_182030	2446	2493	45	65.40697674	48	84.56659619	28	39.24316748	28	32.06596427	Yes	No
DS571676	EHI_182030	2771	2825	73	106.1046512	51	89.85200846	72	100.9110021	93	106.5048099	Yes	No
DS571676	EHI_182030	2966	3009	53	77.03488372	36	63.42494715	86	120.5325858	65	74.43884563	Yes	No
DS571676	EHI_182050	4975	5054	11	15.98837209	14	24.66525722	7	9.810791871	16	18.32340815	Yes	No
DS571684	EHI_093130	2890	2933	118	171.5116279	88	155.0387597	74	103.7140855	125	143.1516262	Yes	No
DS571685	EHI_116720	1800	1889	361	524.7093023	295	519.7322058	401	562.01822	579	663.0783326	Yes	No
DS571685	NA	1846	1889	13	18.89534884	11	19.37984496	10	14.01541696	6	6.871278058	No	Yes
DS571685	EHI_116730	2486	2539	7	10.1744186	8	14.0944327	10	14.01541696	6	6.871278058	Yes	No
DS571691	EHI_154440	4420	4470	51	74.12790698	45	79.28118393	52	72.88016819	68	77.87448465	Yes	No
DS571702	NA	3423	3502	7	10.1744186	15	26.42706131	14	19.62158374	7	8.016491067	No	Yes
DS571705	NA	1710	1754	32	46.51162791	46	81.04298802	41	57.46320953	47	53.82501145	No	Yes
DS571711	EHI_163250	2585	2654	15	21.80232558	5	8.809020437	29	40.64470918	22	25.19468621	Yes	No
DS571718	EHI_005460	3892	3946	925	1344.476744	546	961.9450317	1283	1798.177996	1758	2013.284471	Yes	No
DS571731	EHI_160210	2108	2152	130	188.9534884	121	213.1782946	113	158.3742116	180	206.1383417	Yes	No
DS571736	EHI_066200	1537	1595	34	49.41860465	24	42.2832981	24	33.6370007	24	27.48511223	Yes	No
DS571748	EHI_116470	2754	2798	79	114.8255814	29	51.09231853	118	165.3819201	153	175.2175905	Yes	No
DS571790	EHI_182150	1697	1748	119	172.9651163	70	123.3262861	9	12.61387526	21	24.0494732	Yes	No
DS571845	NA	1887	1968	104	151.1627907	45	79.28118393	137	192.0112123	142	162.6202474	No	Yes
DS571855	EHI_088330	2958	3011	16	23.25581395	9	15.85623679	23	32.235459	22	25.19468621	Yes	No
DS571865	EHI_043140	1739	1911	5	7.26744186	4	7.04721635	8	11.21233357	8	9.161704077	Yes	No
DS571976	NA	1366	1413	816	1186.046512	709	1249.119098	356	498.9488437	541	619.5602382	No	Yes
DS571976	NA	1366	1521	8	11.62790698	17	29.95066949	9	12.61387526	14	16.03298213	No	Yes
DS571976	NA	1366	1545	75	109.0116279	46	81.04298802	26	36.44008409	61	69.85799359	No	Yes
DS571976	NA	1402	1545	11	15.98837209	4	7.04721635	5	7.007708479	6	6.871278058	No	Yes
DS571976	NA	1438	1485	12	17.44186047	7	12.33262861	5	7.007708479	8	9.161704077	No	Yes
DS571976	NA	1438	1605	82	119.1860465	17	29.95066949	24	33.6370007	71	81.31012368	No	Yes
DS571976	NA	1474	1521	41	59.59302326	8	14.0944327	14	19.62158374	14	16.03298213	No	Yes
DS571976	NA	1510	1545	14	20.34883721	9	15.85623679	7	9.810791871	10	11.4521301	No	Yes
DS571976	NA	1510	1605	40	58.13953488	16	28.1888654	13	18.22004205	22	25.19468621	No	Yes
DS571986	EHI_117470	479	563	37	53.77906977	23	40.52149401	73	102.3125438	130	148.8776913	Yes	No
DS572098	NA	507	644	19	27.61627907	16	28.1888654	5	7.007708479	8	9.161704077	No	Yes
DS572169	NA	1506	1553	142	206.3953488	64	112.7554616	154	215.8374212	267	305.7718736	No	Yes
DS572199	NA	1331	1360	22	31.97674419	17	29.95066949	17	23.82620883	22	25.19468621	No	Yes
DS572461	NA	706	794	105	152.6162791	23	40.52149401	92	128.941836	62	71.0032066	No	Yes
DS572543	EHI_182360	710	760	99	143.8953488	59	103.9464412	61	85.49404345	63	72.14841961	Yes	No
DS572543	EHI_182360	928	971	50	72.6744186	25	44.04510218	40	56.06166783	30	34.35639029	Yes	No
DS572620	NA	250	273	71	103.1976744	112	197.3220578	12	16.81850035	26	29.77553825	No	Yes
EH4254	EHI_201830	2179	2235	502	729.6511628	326	574.3481325	444	622.284513	517	592.075126	Yes	No
EH4259	EHI_202350	89	151	18	26.1627907	44	77.51937984	16	22.42466713	22	25.19468621	Yes	No
EH4264	NA	184	242	33	47.96511628	14	24.66525722	61	85.49404345	40	45.80852038	No	Yes
	NA			195554	284235.4651	161320	284214.2354	204659	286838.1219	250437	286803.7105	No	Yes
