scaffold_number	gene_id	rna_id	rna_type	rna_start	rna_end	intron_start	intron_end	+/-
DS571147	EHI_045150	EHI_045150A	mRNA	101384	102102	102037	102089	-
DS571147	EHI_044800	EHI_044800A	mRNA	48846	49838	49686	49757	+
DS571314	EHI_057830	EHI_057830A	mRNA	29439	30604	30271	30335	-
DS571524	EHI_124060	EHI_124060A	mRNA	6789	9395	6813	6933	+
DS571524	EHI_124060	EHI_124060A	mRNA	6789	9395	8536	8585	+
DS571416	EHI_055360	EHI_055360A	mRNA	5256	6049	5518	5572	-
DS571416	EHI_055360	EHI_055360A	mRNA	5256	6049	5960	6007	-
DS571408	EHI_189100	EHI_189100A	mRNA	3916	4710	3966	4035	+
DS571408	EHI_189100	EHI_189100A	mRNA	3916	4710	4361	4410	+
DS571408	EHI_189100	EHI_189100A	mRNA	3916	4710	4584	4643	+
DS571292	EHI_042940	EHI_042940A	mRNA	17277	18273	17447	17591	-
DS571292	EHI_042940	EHI_042940A	mRNA	17277	18273	17836	17886	-
DS571165	EHI_198650	EHI_198650A	mRNA	22578	23454	23119	23200	-
DS571206	EHI_188050	EHI_188050A	mRNA	15240	18166	17569	17624	+
DS571162	EHI_155620	EHI_155620A	mRNA	91089	93345	91509	91593	+
DS571471	EHI_172120	EHI_172120A	mRNA	90	426	113	164	-
DS571230	EHI_188710	EHI_188710A	mRNA	3782	4661	4069	4120	-
DS572471	EHI_059440	EHI_059440A	mRNA	17	781	560	607	+
DS571784	EHI_066510	EHI_066510A	mRNA	2089	3302	2987	3033	+
DS571175	EHI_177190	EHI_177190A	mRNA	26006	28333	27913	27990	-
DS571201	EHI_100500	EHI_100500A	mRNA	69382	70913	69622	69686	+
DS571201	EHI_100500	EHI_100500A	mRNA	69382	70913	69954	70004	+
DS571201	EHI_100500	EHI_100500A	mRNA	69382	70913	70551	70604	+
DS571267	EHI_119250	EHI_119250A	mRNA	17476	19172	18134	18195	+
DS571230	EHI_188750	EHI_188750A	mRNA	9493	10995	9667	9708	-
DS571236	EHI_106240	EHI_106240A	mRNA	21062	21497	21369	21420	+
DS571152	EHI_049520	EHI_049520A	mRNA	51868	53071	52820	52877	-
DS571416	EHI_055380	EHI_055380A	mRNA	7177	8347	8085	8133	-
DS571472	EHI_119750	EHI_119750A	mRNA	5816	9273	6721	6860	+
DS571145	EHI_152370	EHI_152370A	mRNA	250668	252018	251201	251251	-
DS571145	EHI_152370	EHI_152370A	mRNA	250668	252018	251635	251695	-
DS571149	EHI_050970	EHI_050970A	mRNA	153871	155947	154860	154921	-
DS571149	EHI_050970	EHI_050970A	mRNA	153871	155947	155225	155277	-
DS571149	EHI_050970	EHI_050970A	mRNA	153871	155947	155578	155636	-
DS571149	EHI_050970	EHI_050970A	mRNA	153871	155947	155733	155790	-
DS572078	EHI_133430	EHI_133430A	mRNA	101	551	122	188	-
DS571255	EHI_097750	EHI_097750A	mRNA	1179	2391	1312	1453	+
DS571487	EHI_046270	EHI_046270A	mRNA	4881	8350	5286	5353	-
DS571238	EHI_053150	EHI_053150A	mRNA	34814	35924	35550	35598	+
DS571164	EHI_069440	EHI_069440A	mRNA	92075	92961	92777	92880	-
DS571297	EHI_142670	EHI_142670A	mRNA	2393	3869	3088	3214	-
DS571183	EHI_118280	EHI_118280A	mRNA	86624	87284	87007	87058	-
DS571145	EHI_151230	EHI_151230A	mRNA	13923	14664	13994	14048	-
DS571237	EHI_175400	EHI_175400A	mRNA	21538	24365	21658	21725	+
DS571347	EHI_052110	EHI_052110A	mRNA	12004	12719	12373	12461	-
DS571383	EHI_147700	EHI_147700A	mRNA	6082	6803	6326	6552	+
DS571192	EHI_065840	EHI_065840A	mRNA	64729	65168	64855	64907	-
DS571280	EHI_001860	EHI_001860A	mRNA	21316	21750	21566	21628	-
DS571294	EHI_081700	EHI_081700A	mRNA	12093	12896	12714	12765	+
DS571188	EHI_124440	EHI_124440A	mRNA	37761	39621	38136	38181	+
DS571157	EHI_197440	EHI_197440A	mRNA	129454	131218	131017	131152	-
DS571204	EHI_104950	EHI_104950A	mRNA	9920	10800	10063	10118	+
DS571292	EHI_042870	EHI_042870A	mRNA	7863	9901	8151	8200	+
DS571459	EHI_129630	EHI_129630A	mRNA	15990	16680	16353	16411	-
DS571459	EHI_129630	EHI_129630A	mRNA	15990	16680	16609	16670	-
DS571425	EHI_108510	EHI_108510A	mRNA	18818	19446	19053	19096	-
DS571150	EHI_067850	EHI_067850A	mRNA	6614	7418	6622	6698	+
DS571370	EHI_053420	EHI_053420A	mRNA	3818	4533	4275	4348	+
DS571279	EHI_110950	EHI_110950A	mRNA	754	1342	803	851	+
DS571152	EHI_049300	EHI_049300A	mRNA	3628	5461	3969	4029	-
DS571152	EHI_049300	EHI_049300A	mRNA	3628	5461	4679	4753	-
DS571148	EHI_012070	EHI_012070A	mRNA	56267	57054	56835	56941	-
DS571455	EHI_173620	EHI_173620A	mRNA	6692	10053	9105	9244	-
DS571202	EHI_015230	EHI_015230A	mRNA	13889	15633	14035	14080	+
DS571202	EHI_015230	EHI_015230A	mRNA	13889	15633	14322	14371	+
DS571202	EHI_015230	EHI_015230A	mRNA	13889	15633	14657	14724	+
DS571157	EHI_197360	EHI_197360A	mRNA	116782	117694	117078	117127	-
DS571157	EHI_197360	EHI_197360A	mRNA	116782	117694	117314	117360	-
DS571157	EHI_197360	EHI_197360A	mRNA	116782	117694	117436	117492	-
DS571403	EHI_105870	EHI_105870A	mRNA	17839	19290	18026	18127	-
DS571191	EHI_194610	EHI_194610A	mRNA	73102	74274	74141	74194	-
DS571165	EHI_198710	EHI_198710A	mRNA	31282	31768	31399	31453	+
DS571168	EHI_013110	EHI_013110A	mRNA	64830	66242	65869	65922	+
DS571260	EHI_138780	EHI_138780A	mRNA	15804	16364	16034	16089	-
DS571260	EHI_138780	EHI_138780A	mRNA	15804	16364	16218	16278	-
DS571182	EHI_010500	EHI_010500A	mRNA	25797	28214	28006	28071	-
DS571160	EHI_125820	EHI_125820A	mRNA	46407	47833	46515	46566	+
DS571160	EHI_125820	EHI_125820A	mRNA	46407	47833	47029	47077	+
DS571162	EHI_155240	EHI_155240A	mRNA	24916	25828	25262	25313	+
DS571146	EHI_148300	EHI_148300A	mRNA	53326	54834	54579	54635	+
DS571201	EHI_100450	EHI_100450A	mRNA	62511	63342	62749	62971	+
DS571161	EHI_141340	EHI_141340A	mRNA	8639	11266	11132	11178	-
DS571242	EHI_109830	EHI_109830A	mRNA	13325	15007	13799	13849	+
DS571248	EHI_200780	EHI_200780A	mRNA	26105	27134	26726	26780	-
DS571975	EHI_130160	EHI_130160A	mRNA	1073	2334	2224	2315	+
DS571151	EHI_110640	EHI_110640A	mRNA	118983	119592	119288	119348	+
DS571150	EHI_068420	EHI_068420A	mRNA	119082	120367	119220	119271	+
DS571150	EHI_068420	EHI_068420A	mRNA	119082	120367	119470	119521	+
DS571481	EHI_191780	EHI_191780A	mRNA	11679	12533	11988	12034	+
DS571481	EHI_191780	EHI_191780A	mRNA	11679	12533	12233	12281	+
DS571213	EHI_062550	EHI_062550A	mRNA	20116	21500	20814	20872	-
DS571283	EHI_129760	EHI_129760A	mRNA	3062	3729	3146	3189	+
DS571283	EHI_129760	EHI_129760A	mRNA	3062	3729	3357	3407	+
DS571373	EHI_181570	EHI_181570A	mRNA	15416	19639	19332	19400	+
DS571214	EHI_164500	EHI_164500A	mRNA	54625	55805	55226	55371	+
DS571351	EHI_019160	EHI_019160A	mRNA	15064	16391	15858	15928	-
DS571560	EHI_193840	EHI_193840A	mRNA	6846	7848	7549	7597	-
DS571152	EHI_049590	EHI_049590A	mRNA	61213	63516	62717	62812	-
DS571149	EHI_051000	EHI_051000A	mRNA	161996	162778	162147	162194	+
DS571622	EHI_037540	EHI_037540A	mRNA	3923	5136	4234	4449	+
DS571403	EHI_105820	EHI_105820A	mRNA	8295	9366	8699	9344	-
DS571156	EHI_182500	EHI_182500A	mRNA	10698	12182	10920	10980	-
DS571156	EHI_182500	EHI_182500A	mRNA	10698	12182	11587	11643	-
DS571156	EHI_182500	EHI_182500A	mRNA	10698	12182	11878	11933	-
DS571190	EHI_038850	EHI_038850A	mRNA	36347	36787	36603	36656	-
DS571178	EHI_007900	EHI_007900A	mRNA	27388	27786	27574	27630	+
DS571268	EHI_035250	EHI_035250A	mRNA	37919	38616	38225	38274	-
DS571162	EHI_155670	EHI_155670A	mRNA	106083	106862	106145	106204	-
DS571161	EHI_141930	EHI_141930A	mRNA	63904	65540	63913	64013	+
DS571296	EHI_099220	EHI_099220A	mRNA	10102	12059	10177	10502	+
DS571403	EHI_105850	EHI_105850A	mRNA	15247	17248	16988	17042	-
DS571167	EHI_159570	EHI_159570A	mRNA	44140	44835	44665	44724	+
DS571266	EHI_028950	EHI_028950A	mRNA	15590	16933	15685	15744	-
DS571176	EHI_051750	EHI_051750A	mRNA	40035	40703	40434	40490	-
DS571176	EHI_051750	EHI_051750A	mRNA	40035	40703	40587	40637	-
DS571347	EHI_052150	EHI_052150A	mRNA	16029	16821	16368	16464	-
DS571347	EHI_052150	EHI_052150A	mRNA	16029	16821	16753	16809	-
DS571374	EHI_146930	EHI_146930A	mRNA	4138	7017	4357	4401	+
DS571256	EHI_048170	EHI_048170A	mRNA	16876	17144	16973	17031	+
DS571607	EHI_048440	EHI_048440A	mRNA	5336	6375	5979	6033	+
DS571607	EHI_048440	EHI_048440A	mRNA	5336	6375	6258	6303	+
DS571161	EHI_141420	EHI_141420A	mRNA	23993	24429	24000	24044	-
DS571161	EHI_141420	EHI_141420A	mRNA	23993	24429	24201	24256	-
DS571223	EHI_158080	EHI_158080A	mRNA	17634	19182	17855	17900	+
DS571224	EHI_040290	EHI_040290A	mRNA	17445	18123	17493	17544	+
DS571383	EHI_147890	EHI_147890A	mRNA	18877	20696	18885	18934	+
DS571383	EHI_147890	EHI_147890A	mRNA	18877	20696	19266	19313	+
DS571149	EHI_050610	EHI_050610A	mRNA	69945	71967	69976	70045	+
DS571164	EHI_069390	EHI_069390A	mRNA	71786	72773	72515	72571	+
DS571287	EHI_137080	EHI_137080A	mRNA	27782	28413	27966	28023	-
DS571287	EHI_137080	EHI_137080A	mRNA	27782	28413	28199	28247	-
DS571166	EHI_127040	EHI_127040A	mRNA	30373	32902	32586	32640	+
DS571147	EHI_045240	EHI_045240A	mRNA	113956	114612	114033	114099	+
DS571147	EHI_045240	EHI_045240A	mRNA	113956	114612	114220	114278	+
DS571507	EHI_049020	EHI_049020A	mRNA	6068	6707	6148	6199	+
DS571145	EHI_151760	EHI_151760A	mRNA	136009	137561	136138	136198	-
DS571145	EHI_151760	EHI_151760A	mRNA	136009	137561	136562	136613	-
DS571145	EHI_151760	EHI_151760A	mRNA	136009	137561	136903	137340	-
DS571217	EHI_165230	EHI_165230A	mRNA	30003	30716	30542	30592	-
DS571156	EHI_183060	EHI_183060A	mRNA	94141	95527	94678	94769	-
DS571156	EHI_183060	EHI_183060A	mRNA	94141	95527	95138	95213	-
DS571358	EHI_036570	EHI_036570A	mRNA	14112	15333	14238	14307	+
DS571226	EHI_079850	EHI_079850A	mRNA	15076	15704	15124	15176	+
DS571413	EHI_061000	EHI_061000A	mRNA	12328	12929	12388	12443	+
DS571173	EHI_087590	EHI_087590A	mRNA	39392	40356	39867	39915	+
DS571173	EHI_087590	EHI_087590A	mRNA	39392	40356	40035	40095	+
DS571145	EHI_152730	EHI_152730A	mRNA	315992	317543	316968	317019	+
DS571294	EHI_081750	EHI_081750A	mRNA	20182	21292	20982	21042	-
DS571190	EHI_038680	EHI_038680A	mRNA	19449	20110	19859	19911	-
DS571155	EHI_092140	EHI_092140A	mRNA	22180	23037	22297	22371	+
DS571155	EHI_092140	EHI_092140A	mRNA	22180	23037	22799	22854	+
DS571743	EHI_046150	EHI_046150A	mRNA	3703	4156	3845	3959	+
DS571167	EHI_159630	EHI_159630A	mRNA	53646	54341	54171	54230	+
DS571316	EHI_183400	EHI_183400A	mRNA	1431	2312	1760	1852	-
DS571153	EHI_022990	EHI_022990A	mRNA	45103	48174	47858	47911	-
DS571587	EHI_033860	EHI_033860A	mRNA	4131	4964	4230	4296	+
DS571587	EHI_033860	EHI_033860A	mRNA	4131	4964	4615	4661	+
DS571159	EHI_186980	EHI_186980A	mRNA	72202	72676	72502	72550	+
DS571226	EHI_079900	EHI_079900A	mRNA	27949	29141	28961	29010	-
DS571145	EHI_153310	EHI_153310A	mRNA	424230	426027	425736	425782	-
DS571145	EHI_153310	EHI_153310A	mRNA	424230	426027	425914	425960	-
DS571148	EHI_012000	EHI_012000A	mRNA	44809	46022	45064	45140	+
DS571226	EHI_079890	EHI_079890A	mRNA	27088	27857	27278	27365	+
DS571226	EHI_079890	EHI_079890A	mRNA	27088	27857	27467	27559	+
DS571157	EHI_197090	EHI_197090A	mRNA	53553	54137	53779	53835	+
DS571151	EHI_110790	EHI_110790A	mRNA	150989	152897	152663	152759	-
DS571155	EHI_092570	EHI_092570A	mRNA	127002	127826	127533	127589	-
DS571155	EHI_092570	EHI_092570A	mRNA	127002	127826	127682	127738	-
DS571588	EHI_028540	EHI_028540A	mRNA	1156	2425	1573	1631	+
DS571588	EHI_028540	EHI_028540A	mRNA	1156	2425	1736	1797	+
DS571538	EHI_193640	EHI_193640A	mRNA	5625	7223	6166	6228	+
DS571158	EHI_103360	EHI_103360A	mRNA	32720	34269	33952	34015	-
DS571158	EHI_103360	EHI_103360A	mRNA	32720	34269	34143	34194	-
DS571270	EHI_128200	EHI_128200A	mRNA	39840	41500	41387	41433	-
DS571906	EHI_193940	EHI_193940A	mRNA	77	613	205	276	+
DS571145	EHI_151210	EHI_151210A	mRNA	9060	10191	9962	10052	-
DS571482	EHI_196510	EHI_196510A	mRNA	76	767	117	163	+
DS571171	EHI_073550	EHI_073550A	mRNA	47669	51584	51410	51467	+
DS571154	EHI_178440	EHI_178440A	mRNA	740	8410	7804	7872	-
DS571259	EHI_042190	EHI_042190A	mRNA	32896	33428	33098	33147	+
DS571259	EHI_042190	EHI_042190A	mRNA	32896	33428	33289	33345	+
DS571170	EHI_130920	EHI_130920A	mRNA	34707	42042	34747	34876	+
DS571203	EHI_135010	EHI_135010A	mRNA	17722	23745	18709	18768	+
DS571309	EHI_054250	EHI_054250A	mRNA	27939	29904	28065	28116	+
DS571155	EHI_092590	EHI_092590A	mRNA	130495	131960	131842	131891	+
DS571145	EHI_152710	EHI_152710A	mRNA	313614	313981	313914	313975	+
DS571373	EHI_181590	EHI_181590A	mRNA	20764	22952	20981	21036	-
DS571248	EHI_200680	EHI_200680A	mRNA	11356	14243	13812	13867	-
DS571315	EHI_189970	EHI_189970A	mRNA	24626	26254	24657	24797	+
DS571603	EHI_145160	EHI_145160A	mRNA	4789	6837	6198	6254	-
DS571166	EHI_127380	EHI_127380A	mRNA	92854	93531	93062	93115	+
DS571204	EHI_105290	EHI_105290A	mRNA	46646	47525	47048	47096	-
DS571204	EHI_105290	EHI_105290A	mRNA	46646	47525	47427	47483	-
DS571222	EHI_136450	EHI_136450A	mRNA	44757	46851	45270	45351	-
DS571226	EHI_079910	EHI_079910A	mRNA	29554	31430	29838	29891	-
DS571226	EHI_079910	EHI_079910A	mRNA	29554	31430	31308	31363	-
DS571262	EHI_189430	EHI_189430A	mRNA	11899	13897	13672	13741	+
DS571398	EHI_146320	EHI_146320A	mRNA	3909	6602	4542	4880	-
DS571186	EHI_000500	EHI_000500A	mRNA	33505	34599	34253	34306	+
DS571250	EHI_194830	EHI_194830A	mRNA	213	1314	231	309	-
DS571159	EHI_187200	EHI_187200A	mRNA	119516	120275	120156	120201	+
DS571481	EHI_191800	EHI_191800A	mRNA	14787	15172	15085	15149	+
DS571223	EHI_158040	EHI_158040A	mRNA	14217	14819	14535	14600	+
DS572573	EHI_093460	EHI_093460A	mRNA	11	389	29	80	-
DS571329	EHI_112290	EHI_112290A	mRNA	31725	32553	31838	32024	+
DS571337	EHI_079310	EHI_079310A	mRNA	26243	27818	26576	26632	-
DS571337	EHI_079310	EHI_079310A	mRNA	26243	27818	26919	26995	-
DS571337	EHI_079310	EHI_079310A	mRNA	26243	27818	27100	27152	-
DS571337	EHI_079310	EHI_079310A	mRNA	26243	27818	27465	27512	-
DS571164	EHI_069120	EHI_069120A	mRNA	16171	17252	16435	16492	-
DS571164	EHI_069120	EHI_069120A	mRNA	16171	17252	16870	16918	-
DS571196	EHI_064670	EHI_064670A	mRNA	62539	63293	62770	62820	-
DS571175	EHI_177400	EHI_177400A	mRNA	50033	51068	50455	50504	+
DS571215	EHI_027600	EHI_027600A	mRNA	25525	26138	25866	25924	+
DS571863	EHI_198110	EHI_198110A	mRNA	268	1463	304	343	-
DS571863	EHI_198110	EHI_198110A	mRNA	268	1463	1132	1225	-
DS571287	EHI_137240	EHI_137240A	mRNA	37065	37973	37291	37380	+
DS571162	EHI_155680	EHI_155680A	mRNA	107135	107620	107250	107300	+
DS571162	EHI_155680	EHI_155680A	mRNA	107135	107620	107408	107461	+
DS571684	EHI_093130	EHI_093130A	mRNA	2733	4615	2890	2933	+
DS571416	EHI_055370	EHI_055370A	mRNA	6159	6979	6240	6325	-
DS571337	EHI_079250	EHI_079250A	mRNA	16435	18160	16564	16714	+
DS571337	EHI_079250	EHI_079250A	mRNA	16435	18160	16988	17038	+
DS571337	EHI_079250	EHI_079250A	mRNA	16435	18160	17426	17475	+
DS571337	EHI_079250	EHI_079250A	mRNA	16435	18160	17886	17934	+
DS571225	EHI_054840	EHI_054840A	mRNA	48868	50593	50468	50516	-
DS571184	EHI_009405	EHI_009405A	mRNA	16681	16955	16737	16783	+
DS571238	EHI_053030	EHI_053030A	mRNA	11195	12708	11787	11935	+
DS571270	EHI_128150	EHI_128150A	mRNA	30940	31358	31042	31094	-
DS571204	EHI_104930	EHI_104930A	mRNA	7208	8041	7511	7557	-
DS571204	EHI_104930	EHI_104930A	mRNA	7208	8041	7876	7942	-
DS571207	EHI_169850	EHI_169850A	mRNA	12577	14183	13241	13293	-
DS571274	EHI_154170	EHI_154170A	mRNA	14892	15885	15259	15438	-
DS571274	EHI_154170	EHI_154170A	mRNA	14892	15885	15584	15635	-
DS571209	EHI_192450	EHI_192450A	mRNA	22615	23406	22852	22911	-
DS571336	EHI_120920	EHI_120920A	mRNA	17288	18520	18351	18395	-
DS571307	EHI_088220	EHI_088220A	mRNA	32444	35238	35078	35121	-
DS571310	EHI_170630	EHI_170630A	mRNA	8660	9025	8961	9020	-
DS571823	EHI_091350	EHI_091350A	mRNA	2962	3545	3448	3512	-
DS571150	EHI_068620	EHI_068620A	mRNA	155716	157129	156779	156824	-
DS571261	EHI_031280	EHI_031280A	mRNA	19700	22550	19772	19823	+
DS571261	EHI_031280	EHI_031280A	mRNA	19700	22550	22417	22488	+
DS571155	EHI_092270	EHI_092270A	mRNA	48004	48536	48241	48350	-
DS571203	EHI_134950	EHI_134950A	mRNA	4839	5917	5521	5580	-
DS571203	EHI_134950	EHI_134950A	mRNA	4839	5917	5740	5786	-
DS571353	EHI_101290	EHI_101290A	mRNA	22675	24153	23962	24009	-
DS571279	EHI_111210	EHI_111210A	mRNA	35382	37876	35653	35708	+
DS571326	EHI_166410	EHI_166410A	mRNA	10910	11275	11182	11256	-
DS571344	EHI_143590	EHI_143590A	mRNA	12291	13482	12529	12582	+
DS571344	EHI_143590	EHI_143590A	mRNA	12291	13482	12714	12792	+
DS571156	EHI_183010	EHI_183010A	mRNA	89590	90826	89786	89836	-
DS571156	EHI_183010	EHI_183010A	mRNA	89590	90826	90642	90696	-
DS571233	EHI_025390	EHI_025390A	mRNA	31085	32046	31196	31368	+
DS571146	EHI_148510	EHI_148510A	mRNA	91379	92431	91843	91897	-
DS571146	EHI_148510	EHI_148510A	mRNA	91379	92431	92207	92262	-
DS571233	EHI_025330	EHI_025330A	mRNA	22101	23534	22806	22857	-
DS571233	EHI_025330	EHI_025330A	mRNA	22101	23534	23001	23062	-
DS571547	EHI_176160	EHI_176160A	mRNA	4135	6436	4235	4289	-
DS571182	EHI_010390	EHI_010390A	mRNA	24061	24700	24295	24340	-
DS571160	EHI_125800	EHI_125800A	mRNA	42612	44281	42813	42859	+
DS571152	EHI_049530	EHI_049530A	mRNA	53174	53573	53274	53340	+
DS571303	EHI_147450	EHI_147450A	mRNA	13980	15254	13983	14047	+
DS571303	EHI_147450	EHI_147450A	mRNA	13980	15254	14262	14337	+
DS571316	EHI_183470	EHI_183470A	mRNA	11893	12393	12022	12075	+
DS571169	EHI_098240	EHI_098240A	mRNA	15898	17405	17194	17327	-
DS571479	EHI_003590	EHI_003590A	mRNA	12584	12936	12703	12812	+
DS571145	EHI_152200	EHI_152200A	mRNA	226227	227865	227484	227544	+
DS572348	EHI_200340	EHI_200340A	mRNA	777	1194	890	950	+
DS571240	EHI_017610	EHI_017610A	mRNA	11698	19459	19018	19078	-
DS572208	EHI_159040	EHI_159040A	mRNA	1	1576	927	1011	+
DS571489	EHI_199820	EHI_199820A	mRNA	7327	8003	7657	7714	-
DS571168	EHI_013010	EHI_013010A	mRNA	29548	39497	39227	39306	-
DS571411	EHI_112800	EHI_112800A	mRNA	4958	5510	5294	5351	-
DS571380	EHI_080230	EHI_080230A	mRNA	14437	15381	14501	14551	+
DS571380	EHI_080230	EHI_080230A	mRNA	14437	15381	14634	14687	+
DS571380	EHI_080230	EHI_080230A	mRNA	14437	15381	15174	15230	+
DS571977	EHI_163360	EHI_163360A	mRNA	566	1302	1004	1077	+
DS571245	EHI_052830	EHI_052830A	mRNA	29942	31066	30165	30217	+
DS571245	EHI_052830	EHI_052830A	mRNA	29942	31066	30494	30551	+
DS571245	EHI_052830	EHI_052830A	mRNA	29942	31066	30896	30952	+
DS571214	EHI_164420	EHI_164420A	mRNA	40980	42065	41205	41253	+
DS571214	EHI_164420	EHI_164420A	mRNA	40980	42065	41865	41935	+
DS571647	EHI_137370	EHI_137370A	mRNA	685	2785	1763	1877	+
DS571647	EHI_137370	EHI_137370A	mRNA	685	2785	2217	2264	+
DS571173	EHI_087880	EHI_087880A	mRNA	95055	98434	95263	95331	+
DS571173	EHI_087880	EHI_087880A	mRNA	95055	98434	95500	95557	+
DS571173	EHI_087880	EHI_087880A	mRNA	95055	98434	96181	96334	+
DS571257	EHI_156400	EHI_156400A	mRNA	36499	37618	37486	37546	-
DS571192	EHI_065870	EHI_065870A	mRNA	71572	72250	72027	72095	+
DS571157	EHI_197220	EHI_197220A	mRNA	80778	81932	81153	81206	-
DS571370	EHI_053440	EHI_053440A	mRNA	5441	6082	5459	5707	+
DS571160	EHI_125900	EHI_125900A	mRNA	63726	67315	63739	63788	-
DS571333	EHI_109260	EHI_109260A	mRNA	21950	24314	23569	23707	-
DS571253	EHI_030120	EHI_030120A	mRNA	7570	11832	10572	10640	-
DS571253	EHI_030120	EHI_030120A	mRNA	7570	11832	11112	11183	-
DS571253	EHI_030120	EHI_030120A	mRNA	7570	11832	11493	11567	-
DS571318	EHI_083140	EHI_083140A	mRNA	6562	7912	7100	7253	+
DS571160	EHI_126280	EHI_126280A	mRNA	135200	136260	135356	135402	-
DS571165	EHI_198860	EHI_198860A	mRNA	57098	58197	57365	57413	+
DS571165	EHI_198860	EHI_198860A	mRNA	57098	58197	58019	58067	+
DS571147	EHI_044890	EHI_044890A	mRNA	58501	61465	58796	58892	+
DS571412	EHI_160440	EHI_160440A	mRNA	5671	7276	6350	6401	+
DS571159	EHI_186340	EHI_186340A	mRNA	12113	12669	12428	12504	-
DS571312	EHI_033120	EHI_033120A	mRNA	12536	13080	12911	12975	-
DS571152	EHI_049850	EHI_049850A	mRNA	130205	131151	130900	130976	-
DS571299	EHI_099790	EHI_099790A	mRNA	25387	25712	25411	25461	+
DS571318	EHI_083260	EHI_083260A	mRNA	9143	10725	10158	10198	+
DS571175	EHI_177410	EHI_177410A	mRNA	51112	51739	51487	51532	-
DS571304	EHI_161950	EHI_161950A	mRNA	23451	24541	23601	23651	-
DS571304	EHI_161950	EHI_161950A	mRNA	23451	24541	24180	24241	-
DS571278	EHI_058800	EHI_058800A	mRNA	32742	33277	33129	33181	+
DS572543	EHI_182360	EHI_182360A	mRNA	298	1055	710	760	-
DS572543	EHI_182360	EHI_182360A	mRNA	298	1055	928	971	-
DS572075	EHI_109470	EHI_109470A	mRNA	86	1316	145	199	-
DS572526	EHI_006430	EHI_006430A	mRNA	53	842	500	557	+
DS572478	EHI_157360	EHI_157360A	mRNA	226	1124	1040	1080	-
DS571145	EHI_152070	EHI_152070A	mRNA	203940	205830	205626	205674	-
DS571342	EHI_119550	EHI_119550A	mRNA	14438	15947	15014	15074	+
DS571154	EHI_179040	EHI_179040A	mRNA	130859	132519	132380	132426	-
DS571158	EHI_103810	EHI_103810A	mRNA	123468	124756	124599	124678	-
DS571149	EHI_050620	EHI_050620A	mRNA	72013	72676	72142	72190	-
DS571297	EHI_142890	EHI_142890A	mRNA	22545	23099	22678	22761	+
DS571182	EHI_010720	EHI_010720A	mRNA	73377	74796	73431	73474	+
DS571182	EHI_010720	EHI_010720A	mRNA	73377	74796	73635	73690	+
DS571156	EHI_182790	EHI_182790A	mRNA	50915	51634	51017	51067	+
DS571196	EHI_064200	EHI_064200A	mRNA	4925	5489	5099	5147	-
DS571920	EHI_132540	EHI_132540A	mRNA	2188	2740	2638	2701	+
DS571159	EHI_186950	EHI_186950A	mRNA	69952	70960	70183	70228	+
DS571260	EHI_138970	EHI_138970A	mRNA	27929	28696	28448	28576	+
DS571251	EHI_114220	EHI_114220A	mRNA	33869	40978	34034	34091	+
DS571251	EHI_114220	EHI_114220A	mRNA	33869	40978	34314	34366	+
DS571153	EHI_023010	EHI_023010A	mRNA	52632	54997	52755	52889	+
DS571153	EHI_023010	EHI_023010A	mRNA	52632	54997	53090	53160	+
DS571153	EHI_023010	EHI_023010A	mRNA	52632	54997	53605	53649	+
DS571175	EHI_177610	EHI_177610A	mRNA	83762	84336	84154	84197	-
DS571534	EHI_167510	EHI_167510A	mRNA	9141	10794	9201	9261	+
DS571150	EHI_068330	EHI_068330A	mRNA	99925	101229	100381	100431	+
DS571191	EHI_194400	EHI_194400A	mRNA	40494	41326	40850	40941	-
DS571326	EHI_166440	EHI_166440A	mRNA	17349	18345	18249	18312	-
DS571186	EHI_000630	EHI_000630A	mRNA	50890	51887	51066	51109	-
DS571186	EHI_000280	EHI_000280A	mRNA	7480	8672	8440	8489	-
DS571173	EHI_087760	EHI_087760A	mRNA	70813	71448	71163	71210	-
DS571164	EHI_069530	EHI_069530A	mRNA	113379	115228	114828	114872	+
DS571164	EHI_069530	EHI_069530A	mRNA	113379	115228	114994	115043	+
DS571165	EHI_199160	EHI_199160A	mRNA	118839	119700	119373	119427	-
DS571171	EHI_073500	EHI_073500A	mRNA	40016	40377	40210	40262	-
DS571276	EHI_121860	EHI_121860A	mRNA	33155	33773	33386	33436	-
DS571276	EHI_121860	EHI_121860A	mRNA	33155	33773	33567	33627	-
DS571405	EHI_011520	EHI_011520A	mRNA	2099	3196	2271	2334	+
DS571405	EHI_011520	EHI_011520A	mRNA	2099	3196	2496	2557	+
DS571546	EHI_025110	EHI_025110A	mRNA	6040	7044	6663	6719	-
DS571148	EHI_012570	EHI_012570A	mRNA	170978	171876	171679	171722	-
DS571268	EHI_035270	EHI_035270A	mRNA	44613	45314	44878	44934	-
DS571156	EHI_182840	EHI_182840A	mRNA	58593	58931	58715	58771	-
DS571190	EHI_038950	EHI_038950A	mRNA	61205	61848	61521	61576	-
DS572626	EHI_063340	EHI_063340A	mRNA	445	947	736	791	+
DS571191	EHI_194220	EHI_194220A	mRNA	16017	17218	16234	16286	-
DS571191	EHI_194220	EHI_194220A	mRNA	16017	17218	16898	16987	-
DS571293	EHI_117690	EHI_117690A	mRNA	32383	32842	32550	32628	+
